Gen,LR,pvalue,DNA_tamura-nei-D,prot_pdistance,ensmbl_CporID,gene_name
cluster11125,0,1,0.021792922,0.012345679,ENSCPOP00000019892,HMOX1
cluster13300,0,1,-0.002770676,0.006451613,ENSCPOP00000001709,KLHL6
cluster13236,40.11327,2.40E-10,0.214745072,0.178861789,ENSCPOP00000015165,ARL16
cluster10216,0,1,-0.005285535,0.002005348,ENSCPOP00000010334,PLXNA3
cluster10508,0,1,0.014832162,0.013071895,ENSCPOP00000004202,0
cluster11060,0,1,-0.026695016,0,ENSCPOP00000019822,EDF1
cluster14614,0,1,-0.013794121,0,ENSCPOP00000009011,RPL3
cluster11560,16.790372,4.17E-05,0.008156036,-0.005376344,ENSCPOP00000000618,LRRC39
cluster12507,0,1,0.002617726,0,ENSCPOP00000005987,NSA2
cluster12363,0,1,0.01121009,0,ENSCPOP00000016085,0
cluster14552,0,1,-0.020462505,-0.01744186,ENSCPOP00000019866,TBCC
cluster14913,88.386628,0,0.068364108,0.079889807,ENSCPOP00000003437,0
cluster11278,0,1,0.009807705,0.010769231,ENSCPOP00000006821,FANCB
cluster10858,0,1,-0.013548684,-0.005865103,ENSCPOP00000009964,SNIP1
cluster11854,-0.002556,1,-0.00329631,0.00295858,ENSCPOP00000005080,WNT16
cluster11848,20.28321,6.68E-06,0.030756803,0.028571429,ENSCPOP00000018953,RPL30
cluster10378,0.034122,0.853447551,-0.05809857,-0.059171598,ENSCPOP00000015470,0
cluster14959,6.270442,0.012276851,0.018792691,-0.014492754,ENSCPOP00000002445,INSL6
cluster11810,42.319538,7.75E-11,-0.001753875,0,ENSCPOP00000003866,SLC25A30
cluster11979,0,1,-0.002821401,0,ENSCPOP00000009701,0
cluster13077,0,1,0.005430936,0,ENSCPOP00000002795,MYLPF
cluster13598,2.641686,0.104093023,0.00847711,0.015625,ENSCPOP00000010780,0
cluster10556,0,1,-0.01470645,-0.006329114,ENSCPOP00000009643,CLDN1
cluster13377,0,1,-0.022979456,-0.029962547,ENSCPOP00000001171,RWDD3
cluster14986,0.045,0.832004029,0.288232723,0.260115607,ENSCPOP00000008237,HK2
cluster11571,123.558512,0,0.056813415,0.067988669,ENSCPOP00000005996,DHODH
cluster11419,93.292094,0,0.047431941,0.051401869,ENSCPOP00000007883,AMD1
cluster10373,0,1,-0.003186926,-0.003968254,ENSCPOP00000001364,PAGR1
cluster13195,0,1,-0.023532088,-0.008230453,ENSCPOP00000018511,B3GALT6
cluster13121,24.087854,9.20E-07,0.031129817,0.065891473,ENSCPOP00000015115,HS6ST1
cluster14619,0,1,0.023505225,0.008474576,ENSCPOP00000018076,NDUFA13
cluster11553,0,1,0.002576197,-0.007481297,ENSCPOP00000002000,ENDOD1
cluster12271,0,1,-0.002050276,0.023316062,ENSCPOP00000012148,DEPTOR
cluster14785,0,1,-0.008129149,0.019736842,ENSCPOP00000003831,HSPB3
cluster12504,0,1,0.009608308,0.005970149,ENSCPOP00000014941,TOB2
cluster14594,0,1,-0.012199168,-0.021108179,ENSCPOP00000016691,0
cluster13183,9.92273,0.001632501,-0.006587173,0.00483871,ENSCPOP00000005701,LAMA4
cluster10427,1.302778,0.253706413,-0.012796301,0.008064516,ENSCPOP00000010091,MRPL54
cluster12981,0,1,-0.014170071,-0.004484305,ENSCPOP00000009338,EPDR1
cluster13643,0,1,-0.022513531,-0.023965142,ENSCPOP00000020261,HIRIP3
cluster12618,0,1,0.002018552,0.001851852,ENSCPOP00000015867,ZNF513
cluster12220,0,1,0.000977369,0,ENSCPOP00000004111,UHMK1
cluster11276,0,1,-0.001988641,0.015652174,ENSCPOP00000009737,ZNF653
cluster12448,29.954934,4.42E-08,0.045474425,0.048672566,ENSCPOP00000014418,0
cluster13760,42.429658,7.33E-11,-0.048153164,-0.061433447,ENSCPOP00000002397,VEZF1
cluster14765,0,1,0.015286407,0.022222222,ENSCPOP00000018935,APRT
cluster11738,35.345478,2.76E-09,0.005106763,0.009569378,ENSCPOP00000005083,FAM3C
cluster10263,0,1,-0.007199592,0,ENSCPOP00000001441,0
cluster14729,0,1,-3.24E-05,0.004166667,ENSCPOP00000011574,0
cluster14395,0,1,-0.007784811,0,ENSCPOP00000019275,LRRC75A
cluster14639,22.453804,2.15E-06,0.084993107,0.058139535,ENSCPOP00000009874,ISCU
cluster11991,0,1,-0.051525059,-0.058252427,ENSCPOP00000006357,LRRC58
cluster11170,0.649358,0.420342305,0.02727273,0.079497908,ENSCPOP00000002401,EMD
cluster11631,0,1,-0.00450831,0,ENSCPOP00000015360,FAM163B
cluster12744,21.505532,3.53E-06,0.010649262,0.02295082,ENSCPOP00000008510,SLC5A12
cluster13005,0,1,0.022739257,0,ENSCPOP00000008770,SSNA1
cluster11404,0,1,0.001262836,0.007874016,ENSCPOP00000016471,CKM
cluster12696,0,1,-0.007015872,-0.015525114,ENSCPOP00000003033,RP1L1
cluster12272,15.29664,9.19E-05,0.032695458,0.032258065,ENSCPOP00000016586,EVA1B
cluster15060,4.398404,0.03597258,-0.001240169,-0.003210273,ENSCPOP00000002476,CDH22
cluster14383,0,1,-0.002412443,0,ENSCPOP00000003876,DYNLT1
cluster10783,1.007476,0.315508272,-0.065829542,-0.045977011,ENSCPOP00000013153,0
cluster12411,0,1,0.015428807,-0.006711409,ENSCPOP00000012580,TXNL4B
cluster14653,20.090972,7.38E-06,0.034357485,0.034934498,ENSCPOP00000013370,BCO1
cluster11711,2.60E-05,0.995931589,-0.009186484,0,ENSCPOP00000005301,0
cluster11491,16.716708,4.34E-05,0.025936624,0.026785714,ENSCPOP00000010013,RHBG
cluster14684,0,1,-0.00612581,0.005970149,ENSCPOP00000003733,P2RX4
cluster15058,0.055386,0.813943063,-0.001895018,-0.004926108,ENSCPOP00000016936,OIP5
cluster11311,-2.40E-05,1,-0.001622924,0,ENSCPOP00000017389,BARHL2
cluster11526,95.451702,0,0.02063049,0.023006135,ENSCPOP00000003857,HMGCR
cluster13647,0,1,-0.002502172,-0.005509642,ENSCPOP00000010156,0
cluster12881,0,1,0.015424954,0.034188034,ENSCPOP00000018338,POU5F2
cluster12137,45.937254,1.22E-11,0.017177174,0.02189781,ENSCPOP00000005858,MRPL4
cluster12633,24.905686,6.02E-07,0.0157018,0.036900369,ENSCPOP00000010956,ERGIC1
cluster14687,52.63243,4.02E-13,-0.018051116,-0.019900498,ENSCPOP00000002461,STK26
cluster10740,52.018044,5.50E-13,0.05654395,0.049707602,ENSCPOP00000009004,DENND1B
cluster14168,0.526442,0.46810657,-0.01380955,-0.010928962,ENSCPOP00000011689,LRRC19
cluster11053,54.967876,1.23E-13,0.09903511,0.133333333,ENSCPOP00000004317,LSMEM1
cluster11015,0,1,-0.009396085,-0.014861996,ENSCPOP00000000743,0
cluster12548,6.930292,0.008474785,0.073172633,0.130718954,ENSCPOP00000011734,NNMT
cluster12759,43.904962,3.45E-11,0.049350448,0.044155844,ENSCPOP00000006477,Pgc
cluster14400,21.271046,3.99E-06,0.026016489,0.026595745,ENSCPOP00000016666,TIRAP
cluster11427,49.30127,2.20E-12,0.012256266,0.026315789,ENSCPOP00000006799,DNAJC11
cluster14130,0,1,0.002343468,-0.002192982,ENSCPOP00000008553,RUVBL1
cluster13565,37.169884,1.08E-09,0.013161356,0.003367003,ENSCPOP00000007368,ELL3
cluster11069,15.551384,8.03E-05,0.219310845,0.220779221,ENSCPOP00000000204,0
cluster10563,50.051116,1.50E-12,0.007985481,0.011299435,ENSCPOP00000000728,ACTR3
cluster13323,-0.009724,1,-0.009043865,0.037037037,ENSCPOP00000018843,PIRT
cluster10759,-2.00E-06,1,0.007554459,0.025477707,ENSCPOP00000020914,UBL4A
cluster11402,153.393494,0,0.073516583,0.089655172,ENSCPOP00000002497,NEXN
cluster10890,35.41596,2.66E-09,0.116073862,0.098130841,ENSCPOP00000009199,TSPAN8
cluster12972,0,1,-0.020831635,-0.03968254,ENSCPOP00000013887,CMTM3
cluster14256,0,1,-0.020831826,-0.018181818,ENSCPOP00000016226,C2orf68
cluster13074,0,1,-0.007288701,-0.003333333,ENSCPOP00000014646,GBX2
cluster11064,10.896724,0.000963345,-0.012831921,0.008547009,ENSCPOP00000001245,FAM159B
cluster13453,0,1,-1.79E-05,0,ENSCPOP00000018079,PEA15
cluster12219,0,1,0.006789708,0.010452962,ENSCPOP00000000777,SIRT1
cluster11936,58.111778,2.48E-14,0.035718806,0.041162228,ENSCPOP00000006410,ACVR1C
cluster10686,0,1,-0.009063715,0,ENSCPOP00000003621,BHLHE40
cluster11057,0,1,-0.021032234,-0.012269939,ENSCPOP00000015241,RASSF3
cluster12221,0.437632,0.508267608,-0.007210886,-0.015151515,ENSCPOP00000002091,TMED1
cluster11635,0,1,-0.018118579,0,ENSCPOP00000020806,0
cluster14985,19.920912,8.07E-06,0.024143794,0.014814815,ENSCPOP00000014527,ICAM2
cluster14069,0,1,-0.00178022,0.003546099,ENSCPOP00000003010,STAR
cluster14053,71.365462,0,0.010838147,0.025925926,ENSCPOP00000009441,WDR82
cluster14991,0.401054,0.526545429,-0.008834449,-0.021276596,ENSCPOP00000015597,0
cluster13713,0,1,-0.122833439,-0.133333333,ENSCPOP00000016182,TTYH1
cluster13786,0,1,-0.010017437,-0.016304348,ENSCPOP00000006346,ITM2B
cluster12165,56.961154,4.44E-14,0.046891487,0.04222973,ENSCPOP00000008811,DDX1
cluster12355,0.000208,0.988493144,0.00377128,0,ENSCPOP00000014137,GPR137
cluster13218,0.015346,0.901411102,0.002108828,0,ENSCPOP00000013522,TM7SF3
cluster10610,0,1,0.009805432,0.010362694,ENSCPOP00000020771,TMEM109
cluster13221,0,1,-0.075795483,-0.073863636,ENSCPOP00000006723,HOMER1
cluster13240,0.223518,0.636372354,0.013715012,0.028776978,ENSCPOP00000004135,IQCD
cluster13524,0,1,-0.018080218,-0.005952381,ENSCPOP00000009713,GPX7
cluster13872,3.863016,0.049361521,0.001544176,-0.012345679,ENSCPOP00000014776,SUCNR1
cluster12412,0,1,0.000109133,0,ENSCPOP00000008663,CXorf36
cluster14346,0,1,-0.011496125,-0.014981273,ENSCPOP00000008629,GJB5
cluster11097,0,1,-0.012466337,-0.009009009,ENSCPOP00000015253,AK4
cluster14377,0,1,0.00327648,0.006006006,ENSCPOP00000009869,ZIC4
cluster14298,0,1,-0.013770128,-0.004651163,ENSCPOP00000011387,GRPEL1
cluster11462,5.09392,0.024009861,-0.02613407,-0.020761246,ENSCPOP00000017318,0
cluster14137,0.36886,0.543626322,-0.012541126,-0.008264463,ENSCPOP00000005384,SUN2
cluster11664,0,1,-0.013990804,-0.00990099,ENSCPOP00000003062,CYP7A1
cluster12771,44.818514,2.16E-11,0.037980993,0.039800995,ENSCPOP00000001710,NAA40
cluster12529,0,1,-0.000209783,0,ENSCPOP00000019682,RXFP3
cluster13280,1.14829,0.283907399,0.020174223,0.020833333,ENSCPOP00000005370,SLC10A1
cluster13751,251.830614,0,0.197595414,0.194154489,ENSCPOP00000007070,TAPT1
cluster11670,0,1,-0.009937548,0,ENSCPOP00000005247,Rps27a
cluster12334,0.082154,0.774399324,-0.003663411,0.010869565,ENSCPOP00000015437,RDH8
cluster14721,33.869802,5.89E-09,0.025615302,0.044827586,ENSCPOP00000000616,TRMT13
cluster10671,0,1,0.009099626,0,ENSCPOP00000002140,0
cluster12557,0,1,-0.004883312,-0.00249584,ENSCPOP00000003801,RRP12
cluster13348,37.474692,9.26E-10,0.028083125,0.020779221,ENSCPOP00000010565,CYP2U1
cluster14485,0,1,0.00152288,-0.004016064,ENSCPOP00000003924,FBXO45
cluster14587,8.951464,0.002772473,0.004282035,0.008474576,ENSCPOP00000017872,GJA10
cluster15032,0,1,0.002431773,0,ENSCPOP00000014508,RPL19
cluster12323,0,1,-0.00954667,-0.015503876,ENSCPOP00000021219,0
cluster11540,0,1,0.003464196,0.006349206,ENSCPOP00000001883,OR51E2
cluster13465,0,1,3.09E-05,0.003389831,ENSCPOP00000011006,SFRP2
cluster12853,0,1,-0.024426891,-0.006329114,ENSCPOP00000000351,CA9
cluster12028,0,1,-0.007026198,0,ENSCPOP00000007887,CDYL2
cluster12043,1.750444,0.185820925,0.006594649,0.010484928,ENSCPOP00000020312,MOGS
cluster11705,0,1,-0.006037301,-0.003740648,ENSCPOP00000000607,NPAS4
cluster13028,30.251336,3.80E-08,0.082325905,0.077669903,ENSCPOP00000011350,MED28
cluster13714,0,1,0.031328139,-0.04,ENSCPOP00000014444,PLN
cluster13550,0,1,-0.00964971,-0.015228426,ENSCPOP00000008949,GUCA1B
cluster11640,0,1,0.006816822,-0.010416667,ENSCPOP00000014590,SDF2L1
cluster13793,0,1,0.016144822,0.040816327,ENSCPOP00000015080,41334
cluster11570,0,1,-0.000860608,-0.002994012,ENSCPOP00000016251,GPR101
cluster14994,38.94821,4.35E-10,0.032334237,0.028481013,ENSCPOP00000008355,0
cluster11242,66.18529,4.44E-16,0.050684751,0.0591133,ENSCPOP00000013073,KCNK2
cluster12278,27.656972,1.45E-07,0.01957575,0.071428571,ENSCPOP00000005120,NAPG
cluster14214,48.695018,2.99E-12,0.026146686,0.050239234,ENSCPOP00000009855,CDC40
cluster10784,24.37866,7.91E-07,-0.018788818,-0.004842615,ENSCPOP00000011670,IFNGR1
cluster14127,0,1,-0.008314272,-0.013422819,ENSCPOP00000004951,SEBOX
cluster13023,4.450208,0.034896996,0.002642607,-0.001855288,ENSCPOP00000016760,Nos2
cluster11551,7.127448,0.00759127,-0.008931114,-0.014336918,ENSCPOP00000005632,PAX4
cluster11929,0,1,-0.078905542,-0.074906367,ENSCPOP00000004176,UNG
cluster14017,64.235016,1.11E-15,0.102122134,0.121212121,ENSCPOP00000014384,EFCAB9
cluster11789,0,1,0.001650364,0.014851485,ENSCPOP00000019905,RAB13
cluster12789,73.739202,0,0.021090412,0.03125,ENSCPOP00000006710,ERO1A
cluster13507,0,1,-0.011585024,-0.023679417,ENSCPOP00000010072,0
cluster14442,0,1,-0.003204607,0,ENSCPOP00000012389,0
cluster11591,1.328678,0.249040539,-0.001406483,0.002298851,ENSCPOP00000004327,TMEM131
cluster13721,0,1,-0.011065074,-0.006160164,ENSCPOP00000020612,CEBPZ
cluster15039,0,1,0.00275417,0.020547945,ENSCPOP00000010534,MGST1
cluster11105,0,1,0.001744117,0.015625,ENSCPOP00000012285,KCNS1
cluster14242,33.010486,9.17E-09,-0.000374332,0.00140647,ENSCPOP00000012020,IL6ST
cluster14082,0.071068,0.789788074,0.008129347,-0.005714286,ENSCPOP00000018722,C14orf28
cluster11298,75.445516,0,0.081790812,0.084291188,ENSCPOP00000000592,FBLN7
cluster13102,0,1,0.000162553,0.005952381,ENSCPOP00000004691,Crygn
cluster14763,10.526096,0.001177006,0.015695522,0.025974026,ENSCPOP00000008815,KLF6
cluster14635,0,1,-0.01371331,-0.021276596,ENSCPOP00000004790,SYF2
cluster11638,57.774096,2.94E-14,0.14851398,0.125,ENSCPOP00000017504,ATF5
cluster11416,36.750292,1.34E-09,0.037430827,0.016393443,ENSCPOP00000012118,FAM124B
cluster13913,0,1,-0.011186361,-0.015151515,ENSCPOP00000009858,MITD1
cluster13432,0.032182,0.857628796,-0.007560786,-0.012987013,ENSCPOP00000016778,GPR158
cluster12357,0.257244,0.612019917,-0.06842146,-0.04494382,ENSCPOP00000009931,PTGES
cluster12937,19.400504,1.06E-05,0.038461761,0.084577114,ENSCPOP00000020946,CIDEA
cluster14793,0.001186,0.972527602,-0.003974955,0.014563107,ENSCPOP00000017737,SSPN
cluster13244,0,1,-0.065607013,-0.071917808,ENSCPOP00000017363,TEF
cluster12581,0,1,-0.020035942,-0.012195122,ENSCPOP00000020318,SRD5A2
cluster13745,0.000744,0.978239309,0.002395336,0.003030303,ENSCPOP00000008006,INHBC
cluster13544,0,1,-0.021293451,-0.008108108,ENSCPOP00000020698,VWA1
cluster10451,0,1,-0.0108183,-0.002898551,ENSCPOP00000010750,FGL2
cluster14220,0,1,-0.218560139,-0.221052632,ENSCPOP00000009488,ANKRD45
cluster13602,0,1,-0.001412874,-0.005291005,ENSCPOP00000000090,HRAS
cluster13041,60.173068,8.66E-15,0.065447486,0.066202091,ENSCPOP00000000943,PPID
cluster11555,0,1,0.000240096,-0.002469136,ENSCPOP00000007984,TBL2
cluster12291,2.565998,0.109183635,-0.009412483,-0.003690037,ENSCPOP00000019316,FKBP10
cluster12778,0,1,-1.56E-06,0,ENSCPOP00000016829,EMX1
cluster14988,127.132412,0,-0.002075907,0,ENSCPOP00000002983,KIF20B
cluster14373,0,1,-0.045896214,-0.046728972,ENSCPOP00000012952,UNC119B
cluster12092,68.035684,1.11E-16,0.058295912,0.064257028,ENSCPOP00000017944,NTSR1
cluster14880,0.113358,0.736353017,-0.006375207,0.005617978,ENSCPOP00000009088,CYR61
cluster12465,0,1,0.001848856,0,ENSCPOP00000016728,FDXR
cluster11815,0.259748,0.610293335,0.022640894,0.023668639,ENSCPOP00000013493,RPUSD4
cluster13076,0,1,-0.132754141,-0.138095238,ENSCPOP00000017618,NR1I2
cluster10731,0.112804,0.736974129,0.001096336,0.010638298,ENSCPOP00000010300,COQ2
cluster13066,8.123136,0.004370389,0.004696496,0.004219409,ENSCPOP00000013933,KIAA1147
cluster11182,0,1,-0.017788403,-0.015544041,ENSCPOP00000004931,TK1
cluster13393,51.079102,8.87E-13,0.04922925,0.045627376,ENSCPOP00000001589,EPHX4
cluster12483,0,1,-0.000648074,0.013888889,ENSCPOP00000002943,YPEL3
cluster13857,1.34001,0.247032205,-0.001477105,0,ENSCPOP00000010759,SERPINI1
cluster13942,0,1,-0.032440282,-0.037333333,ENSCPOP00000006229,SERPINB12
cluster14611,0.002902,0.957038568,-0.009445159,-0.015503876,ENSCPOP00000013915,TMX1
cluster13355,0,1,0.007441769,0.021857923,ENSCPOP00000011841,CRP
cluster11968,0,1,0.025346141,0.037037037,ENSCPOP00000021218,0
cluster14185,0,1,0.002867127,-0.002309469,ENSCPOP00000014496,MAP1S
cluster10340,0,1,-0.028031443,-0.017167382,ENSCPOP00000016318,0
cluster15008,0,1,-0.00456758,0,ENSCPOP00000017818,PET117
cluster13017,0,1,-0.011854896,-0.008797654,ENSCPOP00000016910,PRMT6
cluster14641,88.960226,0,0.059705979,0.063897764,ENSCPOP00000008121,0
cluster13341,0,1,-0.000236605,0,ENSCPOP00000018423,MRPS18A
cluster12988,0,1,-0.003451047,0,ENSCPOP00000008478,HOXC6
cluster10530,0,1,-0.012364111,-0.007142857,ENSCPOP00000014865,TADA2B
cluster12901,1.74405,0.186626482,-0.008698078,0.003125,ENSCPOP00000016467,CLIP2
cluster14092,0,1,0.002077199,0.009302326,ENSCPOP00000013359,ATP23
cluster14769,0,1,-0.023750517,0,ENSCPOP00000010732,C12orf73
cluster12053,0,1,-0.029094916,-0.056680162,ENSCPOP00000010631,STC1
cluster10857,0,1,-0.010828913,0.004608295,ENSCPOP00000009457,ADCK2
cluster12286,2.679284,0.101661427,2.09E-05,0,ENSCPOP00000013131,PAX7
cluster10795,17.429298,2.98E-05,0.00824476,0,ENSCPOP00000015914,CENPL
cluster13975,0.362532,0.547103379,-0.021598271,-0.026829268,ENSCPOP00000016414,WAS
cluster10590,0.000134,0.990764025,0.003104523,0,ENSCPOP00000003026,GRXCR2
cluster14829,0,1,0.001735259,0,ENSCPOP00000007974,ENO2
cluster12127,0,1,0.011355843,0.005714286,ENSCPOP00000006644,SQLE
cluster14060,0,1,-0.008192683,-0.014084507,ENSCPOP00000006516,0
cluster11879,2.200176,0.137994981,0.013900456,0.021428571,ENSCPOP00000006498,PDXK
cluster11788,0,1,-0.013633773,0,ENSCPOP00000019388,0
cluster11500,-2.00E-06,1,-0.000462136,0,ENSCPOP00000010789,VCP
cluster11330,0,1,4.15E-05,0,ENSCPOP00000010933,RBX1
cluster11133,0,1,-0.004281383,0,ENSCPOP00000016152,Ppyr1
cluster12245,0,1,-0.006529637,0,ENSCPOP00000001233,EID2
cluster12373,0,1,-0.020280651,-0.012121212,ENSCPOP00000020571,GPBAR1
cluster10404,0.001052,0.97412551,-0.0016646,0.004640371,ENSCPOP00000012120,DCAF17
cluster12673,0,1,-0.003537769,-0.003389831,ENSCPOP00000007566,ORAI3
cluster10768,77.043588,0,0.02119159,0.026315789,ENSCPOP00000004665,EBNA1BP2
cluster13351,0.100654,0.751046216,-0.040555008,0,ENSCPOP00000017305,Ramp2
cluster14283,0.012342,0.911541367,0.000952391,-0.002645503,ENSCPOP00000001758,TAF3
cluster11384,21.998364,2.73E-06,-0.063857722,-0.073800738,ENSCPOP00000016262,ARRDC1
cluster13272,108.753688,0,0.048059299,0.041666667,ENSCPOP00000013467,CLCA2
cluster14337,0,1,-0.00442402,0.001949318,ENSCPOP00000001846,ZBTB2
cluster14472,10.601868,0.001129735,-0.001412274,-0.006339144,ENSCPOP00000011993,MTMR10
cluster13157,0,1,-0.02420141,-0.023809524,ENSCPOP00000000259,ERP27
cluster14705,0,1,-0.008478725,-0.014150943,ENSCPOP00000010338,EEF1AKMT3
cluster13200,0,1,-0.00526146,0,ENSCPOP00000006569,MYOZ2
cluster12693,24.753538,6.51E-07,0.024632906,0.034825871,ENSCPOP00000005040,SLC35B4
cluster12450,0,1,-0.001599507,0,ENSCPOP00000005984,NDUFV1
cluster11294,0,1,-0.025978881,-0.002347418,ENSCPOP00000006006,KCNV2
cluster13404,0,1,0.004196198,-0.005847953,ENSCPOP00000001999,BTG1
cluster14340,53.18868,3.03E-13,0.211625659,0.195767196,ENSCPOP00000014333,C9orf50
cluster12561,0,1,#N/A,#N/A,ENSCPOP00000020683,MMP23B
cluster11934,0.154008,0.694734222,-0.02036826,0,ENSCPOP00000016484,PTPRCAP
cluster11248,0,1,0,0,ENSCPOP00000000526,MSANTD2
cluster11154,0.777024,0.378052854,-0.028511136,0,ENSCPOP00000015702,B3GALT4
cluster10879,4.059416,0.043925688,-0.031852276,-0.026356589,ENSCPOP00000017211,PROB1
cluster10799,0,1,-0.007241447,-0.009478673,ENSCPOP00000014624,THAP1
cluster11464,0,1,-0.001752125,0.002083333,ENSCPOP00000000208,SESN2
cluster11140,6.76673,0.009287285,-0.010108176,-0.008810573,ENSCPOP00000003022,MOB3C
cluster11178,57.311396,3.72E-14,0.074890533,0.092050209,ENSCPOP00000014352,PEX16
cluster14532,26.87358,2.17E-07,0.007838902,0.011049724,ENSCPOP00000009710,NUP43
cluster13644,0,1,0.002022844,0,ENSCPOP00000001170,OLFML3
cluster12153,0,1,#N/A,#N/A,ENSCPOP00000014811,0
cluster14515,0,1,0.01178048,0.022556391,ENSCPOP00000018552,GJB4
cluster15011,-0.001588,1,-0.023249946,-0.023809524,ENSCPOP00000020981,SCN1B
cluster11590,0,1,0.001857565,-0.004651163,ENSCPOP00000004198,NEUROG3
cluster11122,15.843366,6.88E-05,0.013932148,0.016286645,ENSCPOP00000019109,WNT8B
cluster12176,0,1,-0.026013826,-0.015625,ENSCPOP00000012056,GADD45G
cluster12556,0,1,0.012457055,-0.010638298,ENSCPOP00000015170,SUMO3
cluster12440,0,1,0.005423597,0.020979021,ENSCPOP00000014367,ANKRD9
cluster14110,0,1,-0.009047787,-0.003984064,ENSCPOP00000003948,PIK3C3
cluster13109,0,1,-0.012603284,0,ENSCPOP00000020687,IQCF5
cluster10422,0,1,-0.00724784,0,ENSCPOP00000007727,SAP18
cluster11972,0,1,-0.002435411,-0.004444444,ENSCPOP00000015845,BEST4
cluster11497,0,1,-0.044349656,-0.034602076,ENSCPOP00000021210,CLEC11A
cluster14646,0,1,0,0,ENSCPOP00000016994,0
cluster11224,4.306182,0.037974098,0.002666963,0,ENSCPOP00000004581,RNF114
cluster14573,1.84895,0.173905565,0.004348672,0.015384615,ENSCPOP00000019931,Kcnj11
cluster10836,0,1,0.005122539,0.008450704,ENSCPOP00000019233,NEUROD1
cluster13475,0,1,-0.015462285,-0.01171875,ENSCPOP00000015593,CACNG6
cluster14505,0,1,0.005203222,0,ENSCPOP00000013767,YARS2
cluster12136,0,1,0.005033784,-0.020491803,ENSCPOP00000003259,CLDN12
cluster14181,0,1,-0.009340686,0.05982906,ENSCPOP00000007966,PLA2G2D
cluster12256,37.947292,7.27E-10,0.16264773,0.19,ENSCPOP00000007216,SF3B6
cluster13169,92.170218,0,0.040132573,0.04805492,ENSCPOP00000001827,EGFLAM
cluster10491,0,1,-0.04002624,-0.063492063,ENSCPOP00000005027,KRTAP8-1
cluster11088,18.269746,1.92E-05,-0.087696942,-0.059304703,ENSCPOP00000009218,USP45
cluster10599,0,1,-0.016281166,-0.00877193,ENSCPOP00000010230,RHOV
cluster11701,0,1,-0.011474794,-0.008264463,ENSCPOP00000003058,ABHD14A
cluster11627,0,1,-0.079453404,-0.078431373,ENSCPOP00000003483,ASF1A
cluster13285,0,1,-0.006301879,0,ENSCPOP00000007936,RBM24
cluster11121,0,1,-0.002745189,0.008333333,ENSCPOP00000010553,INSL5
cluster13637,0,1,0.002579976,0.02020202,ENSCPOP00000009595,DNAJB13
cluster10417,14.897936,0.000113487,0.005621512,0.008460237,ENSCPOP00000006807,GARS
cluster12773,0,1,-0.015333267,0,ENSCPOP00000003973,BYSL
cluster14734,31.161522,2.37E-08,0.015582654,0.001552795,ENSCPOP00000007306,ESYT3
cluster12324,0.269394,0.603738572,-0.000783065,0.007751938,ENSCPOP00000013735,PPP1R27
cluster13986,-0.000402,1,9.22E-05,0.005865103,ENSCPOP00000020537,AGAP2
cluster13684,25.355378,4.77E-07,0.005888173,0.018121911,ENSCPOP00000004892,MEP1B
cluster11707,63.070744,2.00E-15,-0.010877166,-0.020028612,ENSCPOP00000013126,Slc26a3
cluster14379,66.404502,3.33E-16,0.089940183,0.082969432,ENSCPOP00000007500,QDPR
cluster11082,43.36576,4.54E-11,0.180422696,0.142857143,ENSCPOP00000006137,0
cluster14434,0,1,-0.008424185,-0.007233273,ENSCPOP00000006975,GK2
cluster10312,115.510422,0,0.045950657,0.061285501,ENSCPOP00000006893,ADAMTS15
cluster10418,0,1,-0.022992261,-0.026785714,ENSCPOP00000020509,SAE1
cluster10800,0,1,-0.013257315,0.014492754,ENSCPOP00000007495,CLRN2
cluster14605,71.049564,0,0.133685954,0.111627907,ENSCPOP00000011409,PPA2
cluster10307,62.5791,2.55E-15,0.041351719,0.067901235,ENSCPOP00000011766,GNA13
cluster14835,0,1,0.00396583,-0.012539185,ENSCPOP00000001048,SHE
cluster12062,0,1,0.010186279,-0.005128205,ENSCPOP00000010983,QPCT
cluster13361,26.81464,2.24E-07,0.077442615,0.131147541,ENSCPOP00000010135,SERP1
cluster10833,0,1,0.031402821,0.006493506,ENSCPOP00000019444,OSM
cluster13256,0,1,-0.013070914,0,ENSCPOP00000013318,NEU1
cluster11051,0.047848,0.826851141,0.002227953,0.006535948,ENSCPOP00000007286,IFT57
cluster13777,42.847478,5.92E-11,0.148199391,0.141176471,ENSCPOP00000015024,TMEM242
cluster11093,78.955236,0,0.031933671,0.056847545,ENSCPOP00000009864,GALNT9
cluster14216,9.726994,0.001815812,-4.35E-05,0.005434783,ENSCPOP00000005906,NPEPPS
cluster11011,0,1,2.58E-07,-0.009259259,ENSCPOP00000003695,0
cluster14120,0,1,-0.002939445,-0.001129305,ENSCPOP00000014156,TDRD6
cluster13225,5.037926,0.024798162,0.019038462,0.032,ENSCPOP00000001312,0
cluster14848,0,1,-0.006784322,-0.026548673,ENSCPOP00000013476,COX7A2L
cluster14673,0,1,-0.00650518,0.007092199,ENSCPOP00000008683,SLC36A3
cluster11150,72.435612,0,0.047102887,0.070208729,ENSCPOP00000011509,CD6
cluster14624,0,1,-0.007582859,0.009708738,ENSCPOP00000002135,SPRYD4
cluster11334,1.404186,0.236023953,-0.024392546,-0.029761905,ENSCPOP00000019451,NCS1
